"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Chinatown,Homage Brewing,,Donation Drives,"1219 N Main St., Los Angeles, California 90012",,"Toiletries, Water bottles, Feminine Products, Snacks (non perishable), Elderly Products, Pet Food

No clothing and fabrics/linens.",,,Instagram,,https://www.instagram.com/p/DElIMaYTi05/?hl=en&img_index=1,1/18 1:00 PM,,
Little Tokyo,Rosalynn Supper Club,,Free Prepared Meals,"204 Rose St., Los Angeles, California 90012",,,"Providing warm meals, contact on instagram to arrange ",,Instagram,,https://www.instagram.com/p/DEqRwRRSyOj/?hl=en&img_index=1,1/18 1:00 PM,,
Greater LA Area,Lavender Collective,,Free Items,,,"clothing in Silver Lake, DM for info",Direct clothing distribution,Apply for clothing online,Instagram,,https://www.instagram.com/p/DEsdVmuSdj-/?utm_source=ig_web_copy_link,1/18 1:15 PM,,
Santa Monica,Lorenzo,,Free Prepared Meals,"9529 S Santa Monica, Beverly Hills, California 90210",,,food FOR FIREFIGHTERS and TV NEWS CREWS,,Instagram,,https://www.instagram.com/p/DEnMlvXvhqE/,1/18 1:15 AM,,
Highland Park,Amiga Amore,,Free Prepared Meals,"5668 York Blvd, Los Angeles, California 90042",We’re accepting limited volunteers for meal prep and deliveries—DM on Instagram,Accepting donations for ingredients to provide meals via Venmo: amiga-amoreLA,"food, wifi, power",,Instagram,,https://www.instagram.com/p/DEnKI5Qv_Dd/,1/18 1:30 PM,,
Remote,Wildfire Relief Grant,,"Information, Donation Drives",,,,cash grants to GoFundMe fundraisers,,Wildfire Relief Fund,,https://docs.google.com/forms/d/e/1FAIpQLScCrqFUpXOYv7eAY7lwnuIYVVQ3_7EIX633IeRfBRUb-PApHQ/viewform?pli=1&fbclid=PAZXh0bgNhZW0CMTEAAabIzHBhJtic7A6huE9ZBMSBY-Sfix_ZpDVmJ93hIIoukPhsNYJyZ6BbUjI_aem_9iyphB2ibURd4G9ZN-2F0Q,1/18 1:30 AM,,
Fairfax,Uncle Paulie's Deli,,Donation Drives,"8053 W 3rd St, Los Angeles, California 90048",,"Venmo donations to provide food to first responders
Venmo account: @unclepauliesdeli.",food to first responders,,Instagram,,https://www.instagram.com/p/DEk2TmIS13L/,1/18 1:30 PM,,
Studio City,Vintage Studio City,,Donation Drives,"12023 Ventura Blvd, Los Angeles, California 91604",,ACCEPTING VENMO DONATIONS ONLY. @Vintage_buvette,donations to fire stations,,Instagram,,https://www.instagram.com/p/DEqFZoNy4XU/?img_index=1,1/18 1:45 PM,,
Remote,Seconds Market,,"Donation Drives, Free Items",,,will match clothing donations to people,,fill out this form if in need or if you can donate: Clothes Matching Program,Seconds Market,,https://airtable.com/appbe5MnnoOhLB6Qw/pagJuWxnYB6vsaO4s/form?fbclid=PAZXh0bgNhZW0CMTEAAaaijVyPhPm7JnMWgvz020zlr575CtQNyQWO09Bihw_ECY0GgeBQ80PjnMg_aem_JmhIHPlwTN2dfq5x2cT0KA,1/17 10:00 PM,,
Greater LA Area,LA Community Fridge,,"Free Prepared Meals, Free Items",,,"canned goods / breads & pastries / fruits & veggies / drinks (no alcohol) / coffee & tea / herbs, spices & sauces / cookies, chips & snacks / candy & chocolate / frozen foods / dairy & meat / prepared meals / baking supplies & pantry ingredients / diapers & formula / personal care items / masks & sanitizer / utensils & paper goods / condiment packets / ice packs / pet food / reusable bags",,,LACOMMUNITYFRIDGES.COM,,LACOMMUNITYFRIDGES.COM,1/17 9:45 PM,,
San Fernando Valley,Dog Resort - Location 1,,Animal Boarding,"11911 Vose St, North Hollywood, California 91605",,,low cost pet shelter,,Instagram,,https://www.instagram.com/p/DElHSoxyzLw/?utm_source=ig_web_copy_link,1/17 9:45 PM,,
Glendale,Dog Resort - Location 2,,Animal Boarding,"4111 San Fernando Rd, Glendale, California 91204",,,low cost pet shelter,,Resort4Dogs,,https://resort4dogs.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZXmcXdGUsScjIseRVmCdq822xUfGxmG4yE0VZY9jSssxnWZFrShlf0Sqo_aem_fL7UmFMCwf2IoFgzHHg1Kw,1/17 9:45 PM,,
Anaheim,Orange County Fire Authority (OCFA),,"Free Items, Donation Drives","932 E. Lincoln Ave, Orange California 92865-1905",,accepting water and gatorade (no food items),FOR FIREFIGHTERS,,Instagram,,https://www.instagram.com/p/DE2zy3vyr67/,1/17 9:45 PM,,
Chino,Pomona Fairplex (Red Cross),,"Shelter, Donation Drives","1101 W. McKinley Avenue, Pomona, California 91768",,"water, blankets, diapers, batteries, etc",,,"Instagram


Red Cross",,"https://www.instagram.com/sgv.now/p/DEnrcIiTXOs/

https://www.redcross.org/local/california/los-angeles/about-us/news-and-events/red-cross-disaster-volunteers-continue-to-support-impacted-resid.html?srsltid=AfmBOopmr88Uvo1sbXfvLo9gp3PL9LCXr8r0KknWyF3sGIH7I73cdKzb",1/17 9:45 PM,,
Highland Park,Highland Holistic,,Services,"5812 N Figueroa St, Los Angeles, California 90042",,,"acupuncture, herbal support through the end of January",Email jen@highlandholistic or kaylie@hopperacupuncture,Instagram,,https://www.instagram.com/p/DEpzLc5vW6x/,1/17 9:45 PM,,
Venice,Venice Helping Hub,,"Distribution Hub, Donation Drives","606 Venice Blvd, Venice, California  90291",,"Toothpaste / Toothbrush, Deodorant, Toilet Paper / Baby Wipes, Air Freshener, Tampons, Adult Diapers, Straight Razor / Shaving Gel, Q-tips, Shampoo / Conditioner, Soap, Towels, Dental Floss, Skincare, Sunscreen, Lip Balm, Makeup, Books, Puzzles, Comics, Art Supplies, Coloring Books, Cards, Skateboards / Rollerblades, Tops, Pants, Sweatpants, Bras, Underwear, Socks, Mobility support (for seniors), Pet Food, Chew toys, & beds, protein bars, fruit, chips, gogurt/yogurt, fruit juices, applesauce, trail mix, jerky, crackers, electrolytes, instant coffee, backpacks, activity toys, building blocks, arts & crafts, books, puzzles, diapers & wipes, baby clothing, ",,,via text,,,1/20 7:21 PM,,
Culver City,House of AANUKO,,Services,"5790 Washington Boulevard, Culver City, California 90232",,,Work space for displaced barbers and stylists,Email: mina@aanuko.com for more information,,,,1/20 7:21 PM,,
Commerce,Altadena Girls,,Donation Drives,"3530 East 15th Street
Los Angeles, CA 90023",,NO LONGER ACCEPTING DONATIONS,"bras, underwear, menstrual hygiene products, make-up, lotion, fragrances, nail polish, pimple patches, shampoo, conditioner, straightening tools, hair brushes, combs, hair dye, curly hair products, hair accessories, jeans, socks, t-shirts, long-sleeved shirts, shoes, etc.","Small Green Door Creative Studio, ",Instagram,,https://www.instagram.com/p/DEstfNZy8IX/,1/20 7:21 PM,,
San Fernando Valley,Van Nuys Sherman Oaks RC,,Shelter,"14201 Huston St, Sherman Oaks, CA 91423",,,,Replacing Van Nuys Rec Center,Instagram,,https://www.instagram.com/p/DErDziNx3b-/,1/20 7:21 PM,,
Greater LA Area,Airgasmic,,Free Items,,,,"

Airgasmic is providing free air purifiers to high risk households in the L.A. area. Request via form https://docs.google.com/forms/d/e/1FAIpQLSfsjdGhSJSDcUmRU6Cbtx1Bz3LMlshf2Ia74BPoT9gG5XIP3A/viewform",Open for applications again ,"Instagram

",,https://www.instagram.com/p/DEtdnLhp0wI/?img_index=2&igsh=NTc4MTIwNjQ2YQ==,1/18 2:30 PM,,
Koreatown,Bicyclemeals,,"Free Items, Distribution Hub","532 S Western Ave, Los Angeles, CA 90020",volunteers needed to help with distribute supplies to unhoused neighbors,,supplies to unhoused neighbors ,,,,,1/17 1:00 AM,,
Silverlake,Gil Rodriguez,,Donation Drives,"3929 Fountain Ave, Los Angeles, CA 90029",,"new boys/girls clothing sizes 5-9, new bedding/linens, diapers sizes 5, 6, 7; baby formula, toiletries, non perishable food and individually wrapped snacks (NEW/PACKAGED ITEMS ONLY)",,Donations accepted 11-4 daily,Instagram,,https://www.instagram.com/p/DEsrsQvSRXb/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/17 1:00 AM,,
Remote,Food for Comrades,,Donation Drives,,,Venmo @foodforcomrades,Hygeine Kits,Raising funds + requesting puchases to build hygiene kits,Instagram,,https://www.instagram.com/p/DEqXW-8SEaw/,1/18 7:00 PM,,
Remote,Emergency Drop In Virtual Grief Group,,Services,,,,"Grief & loss processing, anxiety support, breathing & grounding facilitation via Zoom ","As of 1/15, it says free Zoom grief session every night at 6pm on Zoom? Seems to have no end date...",Instagram,,https://www.instagram.com/p/DEvO0k6SgRc/,1/17 1:00 AM,,
Greater LA Area,Yeastie Boys,,Free Prepared Meals,,,,free meals for first responders,,Instagram,,https://www.instagram.com/p/DEkcA3dJFfl/?hl=en,1/17 1:00 AM,,
Silverlake,Fat Dragon,,"Free Prepared Meals, Wifi/Charging","3500 W. Sunset Blvd. Los Angeles, CA 90026",,,free meal and a space to recharge for first responders and anyone displaced by the fires,"Hours
Weekdays: 5-9:30pm
Weekends: 12-9:30pm",Instagram,,https://www.instagram.com/p/DEnTbaOS667/?hl=en,1/17 1:00 AM,,
Remote,babyletto,,Free Items,,,,cribs,info@babyletto.com,Instagram,,https://www.instagram.com/babyletto?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/17 8:15 PM,,
Burbank,Tansy,,Donation Drives,"2120 W Magnolia Blvd, Burbank, California 91506",,"Water, Deodorant, Body wash, Kids’ hygiene items, Floss, Mouthwash, Gift cards, Pillowcases, Food, Water/food bowls, Blankets, Pet beds/crates
Most Needed - Gift Cards",,"Monday 1/13 - Sunday 1/19
11am-6pm (5pm on Sunday 1/19)",Instagram,,https://www.instagram.com/shoptansyla?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/17 8:00 PM,,
Remote,Guitar Center Music Foundation,,Free Items,,,,"Grant to replace instruments
Requests will be accepted now through Feb. 28, 2025",The Guitar Center Music Foundation and Guitar Center are supporting those affected by the fires in Los Angeles with a special one-time grant replacing instruments and gear destroyed by the fires. We do not offer cash – the grant will only replace instruments and/or gear. Proof of loss or address may be required. ,Guitar Center,,http://guitarcenterfoundation.org/fires/,1/17 8:00 PM,,
Echo Park,Mohawk Alley Animal Hospital,,Animal Boarding,"2162 W Sunset Blvd, Los Angeles, California 90026",,"pet food, bedding, toys, and pet supplies",complimentary boarding space for animals displaced due to the wildfires,call 213-201-7900,Instagram,,https://www.instagram.com/p/DEsxZDcyQXI/,1/17 8:00 PM,,
Remote,Food Allergy Donation Matching Program,,"Free Items, Donation Drives, Services",,Fill out this form and share widely to brands/orgs! DM @yashveats to help.,vegan and food allergy friendly food donations from anywhere in the country,matching food allergic folks to safe foods,DM @yashveats,"Instagram
Form Link",,"https://www.instagram.com/p/DEvZQEOyX1Q/?hl=en&img_index=1
tiny.cc/allergy-la",1/17 8:00 PM,,
Burbank,Animation Workers Ignited,,Free Items,"2520 W Olive Suite 200, Burbank, CA 91505",,,"Toys, bags, food, water, pet supplies, towels, bedding, kitchen supplies, hygiene items, baby supplies, socks, underwear, OTC medicines, paper goods","DMed 1/17, waiting for response",Instagram,,https://www.instagram.com/p/DEvcxN0TXnt/,1/17 7:45 PM,,
DTLA,Still Life Studios,,Services,"588 Mateo St, Los Angeles",,,"Shelf space, kiln space, and workspace for ceramic artists who lost studio space in the fires",Email mateo@still-life-studio.com,Instagram,,https://www.instagram.com/p/DEvGVoxyjF5/,1/17 7:45 PM,,
DTLA,Los Angeles Makery,,Free Items,"260 S Los Angeles St, Los Angeles, CA 90012",,"Paints, canvases, cameras, watercolors, chalk, paper, crayons, and other art supplies","Paints, canvases, cameras, watercolors, chalk, paper, crayons, and other art supplies",Email thelosangelesmakery@gmail.com or text 213-392-2611 to arrange for dropoff or pickup.,Instagram,,https://www.instagram.com/p/DEq0jdXRvx9/,1/17 7:45 PM,,
Pasadena,Pasadena Humane Society (Pet Supply Distribution),,"Free Items, Donation Drives","1570 E Colorado Blvd., Pasadena, California 91106",,Donations at Capacity,Pet food & supplies,Distribution open until further notice,Pet Food & Supply Distribution,,https://pasadenahumane.org/eaton-canyon-fire-update/,1/17 7:30 PM,,
DTLA,Stratia,,"Donation Drives, Wifi/Charging, Free Items",,,,"Free skin care products delivered e to people in need

free space to work in DTLA facility","15% off until 1/21
code: LOVELA",Instagram,,https://www.instagram.com/stratiaskin/,1/18 2:45 PM,,
Highland Park,North Figueroa Bookshop,,Free Items,"6040 North Figueroa St, Los Angeles, CA 90042",,doantion to eaton fire laundry fund,"detergent pods, quarters, and water bottles","Monday, 01/13 to Sunday,01/19 11am to 7pm while supplies last",Instagram,,https://www.instagram.com/northfigbookshop/,1/18 3:00 PM,,
Greater LA Area,BEAM Org,,Direct Funds/Grants,"P.O. Box 702, Culver City, CA 90232",,,Grant Funding,"BEAM is giving $10,000 to Black and marginalized folks impacted by the wildfires in Los Angeles",beamorg,,https://beam.community/grants/,1/18 3:00 PM,,
Greater LA Area,Lugg On-Demand Movers,,Services,,Movers,,free delivery from Hotel Surplus to anyone in need,"Visit @HotelSurplus to explore available items.
DM @Lugg to coordinate delivery.",Instagram,,https://www.instagram.com/p/DE25rHQpQKo/?hl=en,1/18 3:00 PM,,
Pasadena,Damage & House Inspection Map (Eaton Fire),,Information,,,,Preliminary maps showing damage assessments have been posted but are incomplete and being updated daily.,https://recovery.lacounty.gov/eaton-fire/,Map,,https://recovery.lacounty.gov/eaton-fire/,1/18 7:00 PM,,
West LA,Damage & House Inspection Map (Palisades Fire),,Information,,,,Preliminary maps showing damage assessments have been posted but are incomplete and being updated daily.,https://recovery.lacounty.gov/palisades-fire/,Map,,https://recovery.lacounty.gov/palisades-fire/,1/18/2025 19:00,,
Highland Park,Jeff's Table ,,"Free Items, Free Prepared Meals","5900 N Figueroa St, Los Angeles, CA 90042",,,Free grilled cheese sandwhiches to anyone in need,"Open 11am - 3pm ~ Tuesday - Sunday
",,,,1/20 7:21 PM,,
Remote,Project Kit Rescue,,"Free Items, Donation Drives",,,"Donate makeup & hairstyling products, bags, organizers, or disposables - DM @depotchopra on Instagram",Free make-up & hair kits to make-up artists & hair stylists impacted by the fires. ,"Fill out the application - link in Instagram bio.
To make a donation:  DM @depotchopra on Instagram",Application,,https://docs.google.com/forms/d/e/1FAIpQLScDvJcSzHsxQ_M6p5OsVmd04xFyD8_mJYGq_p67skl8SAIX3w/viewform,1/20 7:21 PM,,
Inland Empire,"Liyab Collective/
Anakbayan Inland Empire/
Perris Valley Filipino American Association",,"Distribution Hub, Donation Drives","11098 Foothill Blvd, Rancho Cucamonga, CA 91730",Drivers 🚗 ONLY,"In-Person Donation Drop Off Location: JLao Salon (Inside Rancho Cucamonga Seafood City)
11098 Foothill Blvd, Rancho Cucamonga, CA 91730
Need - Feminine products, bottled water, toiletries, diapers, masks, first aid kits, gift cards, power banks, batteries, flashlights, air purifiers, cough drops, snack bars, gallon ziploc bags, packing tape
Monetary Donations Venmo @josecophine",,"VOLUNTEERS PER AREA

San Bernadino/Riverside - DM @anakbayanie on Instagram

Perris/Menifee/Lake Elsinore - DM @perrisvalleyfilam on Instagram

Murrieta/Temecula - DM @liyabcollective on Instagram

In-Person Donation Drop Off Location: JLao Salon (Inside Rancho Cucamonga Seafood City)",IG @liyabcollective,,https://www.instagram.com/liyabcollective?igsh=NTc4MTIwNjQ2YQ==,,,
Pasadena,New Revelations Missionary Baptist Church,,"Donation Drives, Distribution Hub, Free Prepared Meals","855 N Orange Grove Blvd, 
Pasadena, CA 91103","Organizing donations, Coordinating donation transportation, Serving food","Shopping bags, toiletries, paper towels, toilet paper",,"9 AM - 9 PM
""Contact Info:
1. New Revelations Baptist Church - (626) 795-0827 - newrevelation.relief@gmail.com - IG:@newrevelationbaptistchurch 

IG:@newrevelationbaptistchurch """,IG @newrevelationbaptistchurch,,https://www.instagram.com/newrevelationbaptistchurch/,,,
Culver City,Akasha,,"Donation Drives, Free Prepared Meals","9543 Culver Blvd
Culver City, CA 90232",,Purchase meal(s) in the restaurant that will be donated to communities in need,meals to first responders & those affected by the fires,,Instagram,,https://www.instagram.com/akashacc/,1/18 2:30 PM,,
Westchester,Ayara Thai,,"Donation Drives, Free Prepared Meals","6245 W 87th St
Los Angeles, CA 90045",,Click here to donate community meals (under the signature dishes section of the menu),meals to first responders & those affected by the fires,,Instagram,,https://www.instagram.com/ayarathai/,1/18 2:30 PM,,
Santa Monica,Kavahana,,"Donation Drives, Free Items, Free Prepared Meals","306 Pico Blvd
Santa Monica, CA 90405",,Visit to donate a drink.,"Drinks available for first responders on site.

meals to first responders & those affected by the fires",,Instagram,,https://www.instagram.com/kavahanabar/,1/18 2:30 PM,,
University Park,La Pupusa Urban Eatery,,"Donation Drives, Free Prepared Meals","1051 W Washington Blv Unit G
Los Angeles, CA 90015",,Click here to donate community meals (under community meal at the end of the menu),meals to first responders & those affected by the fires,,Instagram,,https://www.instagram.com/lapupusadtla/,1/18 2:30 PM,,
Silverlake,Lasorted's Pizza,,"Donation Drives, Free Prepared Meals","2847 Sunset Blvd
Los Angeles, CA 90026",,Click here to donate a pizza (order a first responder pie),meals to first responders,"Second location at 984 N Broadway, Los Angeles, CA 90012",Instagram,,https://www.instagram.com/lasorteds/,1/18 2:30 PM,,
Burbank,Little Nelly Burbank,,"Donation Drives, Free Prepared Meals","3815 W Magnolia Blvd
Burbank, CA 91505",,Click here to donate meals to firefighters (under firefighter food fund),meals to first responders & those affected by the fires,,Instagram,,https://www.instagram.com/littlenellyla/,1/18 2:30 PM,,
Sawtelle,Qusqo Bistro,,"Donation Drives, Free Prepared Meals","11633 Santa Monica Blvd
Los Angeles, CA 90025",,Click here to donate meals (click on Qusqo HOT MEAL for WILDFIRE 1st Responders & Evacuees),meals to those in need and serving them on site.,,Instagram,,https://www.instagram.com/qusqobistro/,1/18 2:30 PM,,
Mid-City,Very Best Cookie,,"Free Items, Donation Drives","2625 S Robertson Blvd
Los Angeles, CA 90034",,Click here to donate cookies to firefighters,cookies to first responders & those affected by the fires,,Instagram,,https://www.instagram.com/theverybestcookie/,1/18 2:30 PM,,
Highland Park,Wild Crust,,"Donation Drives, Free Prepared Meals","4705 York Blvd
Los Angeles, CA 90042",,Purchase meal(s) in the restaurant that will be donated to communities in need.,meals to first responders & those affected by the fires,(1/17 23:26 update - can't find anything on Wild Crust's own Instagram - https://www.instagram.com/wildcrust.la/ - that they are still doing this...?),Instagram,,https://www.instagram.com/wildcrust.la/,1/18 2:30 PM,,
Remote,LA Sight,,Free Items,,,,"Free eye care to anyone affected by the fires, including firefighters and first responders

no cost prescription glasses or contact lenses",Please email us at inquiry@la-sight.com and we will get you scheduled ASAP!,Instagram,,https://www.instagram.com/la_sight_/,1/18 2:45 PM,,
Remote,The Adolph & Esther Gottlieb Emergency Grant,,Direct Funds/Grants,,,,"One-time financial assistance FOR PAINTERS, PRINTMAKERS, SCULPTORS (no deadline)",,Gottlieb Foundation,,https://www.gottliebfoundation.org/emergency-grant,1/20 8:30 AM,,
Remote,Anti-Recidivism Coalition,,,,,"Financial donations for incarcerated firefighters immediate needs, fire camp upgrades, and scholarship funds.
No item donations at this time.",,,Anti-Recidivism Coalition,,https://antirecidivism.org/firefighter-fund/,1/20 8:30 AM,,
Lincoln Heights,Non Plus Ultra,,Free Items,,,Check stories for supplies being collected,"clothing, shoes, bedding
You can arrange for pick up or drop off via our web form! tinyurl.com/npufireaid ",,Instagram Post,,https://www.instagram.com/p/DEyOna5ym2a/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,1/20 8:30 AM,,
Inglewood,Althea The Stylist,,Free Items,"921 N La Brea Ave, Inglewood, CA 90302",,,"old style taken down, get shampooed, conditioned, and choose braids or a silk press

free food and personal bags with toiletries inside",7am-7pm daily,Instagram,,https://www.instagram.com/p/DEsdpJEyYDn/,1/20 8:30 AM,,
Malibu,Dragon Q Energy,,Wifi/Charging,"3357 Pacific Coast Highway, Malibu, California 90265",,,Free electricity and wifi around the clock to those affected by the fires with our PowerPole.  We will have a unit in the parking lot around the clock until there is no longer a need. 804-521-6888,Third Space parking lot,Dragon Energy,,https://www.dragonqenergy.com/post/dragon-q-energy-deploys-powerpole-to-support-fire-affected-communities-in-malibu,1/18 6:15 PM,,
Greater LA Area,Lasagna Love,,Free Prepared Meals,,Volunteers can sign up at LasagnaLove.org ,,"lasagna delivery
lasagnadoug@gmail.com

Subject to volunteer availability. Please provide 3-4 days notice if possible.","We cook and deliver free lasagna to those in need. We have a team of SoCal volunteers (from San Diego Co, SGV, LA, SFV, Central CA) in response to the LA fires. We're ready to bake and deliver to those in need, including emergency crews. 
We can deliver lasagna- family size or loaf size, to individuals 

We are also looking to partner with organizations sheltering and/or providing meals to bring multiple pans of lasagna.

We will try to accommodate vegetarian, vegan, gluten free requests

contact: LasagnaDoug@gmail.com",Lasagna Love,,https://lasagnalove.org,1/18 10:00 PM,,
Pasadena,Another Man's Treasure (AMT) Vintage,,"Free Items, Donation Drives, Distribution Hub","16 E Holly St. Pasadena, CA 91103",,"Preferably new & clean gently used quality practical clothing, Hoodies & sweatshirts, Professional/office wear for all, Wearable vintage for all, Cool teen & young adult clothing all styles, Name brand & nicer quality seasonally appropriate items for all - men, women & children, Unopened new socks and underwear for all, New/unused backpacks & lunch bags, Practical shoes & boots for all
New & unopened toiletries, skin care & makeup items, as well as toothpaste, toothbrushes, personal hygiene items, masks
& other essentials","quality clothing, shoes, necessities","(1/17): Still collecting donations and giving out items, based on their stories",Instagram,,https://www.instagram.com/p/DEyKRzOyAaF/?img_index=1,1/19 9:00 PM,,
Malibu,LA Strong Foundation,,Free Items,"22943 Pacific Coast Hwy, Malibu, CA 90265","Daily 9am-6pm

volunteers to help organize and hand out donations","Adult and Kids Clothing (new or gently used)
Toiletries NEW (toothbrushes, toothpaste, body wash, etc)
Toys for all ages 
Bedding / Linens / air mattresses
Kitchenware (pots, pans, dishes, utensils)
Canned food 
Bottled water / Energy drinks (Gatorade)",Essential goods and support to those affected by the LA Fire,contact: drew@ldrventures.com,LA Strong,,https://lastrongfoundation.org,1/19 9:00 PM,,
West Adams,Ode a la Rose,,Donation Drives,"4817 W Adams Blvd, Los Angeles, CA 90016",,"Accepting donations of bottled water, NEW underwear and socks (all sizes), protein bars, hygiene items, menstrual products, cell phone charge banks, grocery gift cards",,"To support the ongoing rescue efforts, we’re setting up a donation collection point at our LA studio. If you’re in the neighborhood and would like to donate supplies, we’ll be accepting items like protein bars, new underwear & socks (all sizes), grocery gift cards, bottled water, cell phone charging banks, blankets, personal care products, menstrual items, single-use utensils, and pet food.

The donations will be delivered to the YMCA, which is helping with the relief efforts. You can drop off your items Monday through Friday, 9 a.m. to 4 p.m. We’ll be making deliveries every other day to ensure the supplies get where they’re needed.

Contact: Text Alex at 805-631-2809",Instagram,,https://www.instagram.com/p/DE0JJC5Rsa0/?img_index=1,1/19 9:00 PM,,
Bellflower,Habitat for Humanity Greater Los Angeles,,"Free Items, Donation Drives","8739 Artesia Boulevard, Bellflower, CA 90706","Sign-up - https://shorturl.at/V6Rw2
Hours vary to the volunteers availability
Sorting donations, cleanup crews, construction crews ",Money donations via their website,"Help wildfire families who have lost everything rebuild or relocate, ensuring they have a safe place to call home.
Provide essential goods through gift cards to purchase food and other necessary items.
Support those whose homes are uninhabitable, with rental or mortgage assistance and other intermediate housing needs.
Replace home furnishings with vouchers for Habitat’s ReStores.
Offer assistance to vulnerable survivors who have been left without options to afford housing","We are open from 8:30 AM to 5:30 PM. Yes, we have Spanish speaking staff available.

For more information contact Francesca Di Brito; SVP, Resource Development email fdibrito@habitatla.org or call (310) 738-2035",Habitat for Humanity LA,,https://www.habitatla.org/how-to-apply/disaster-relief/,1/19 9:00 PM,,
Remote,Spring Health,,Free Items,,,,"Free Mental Health Support for Those Impacted by the Los Angeles Wildfires.

Must fill out application to determine your eligibility. If you have any questions, feel free to reach out to us at LAsupport@springhealth.com.",,Spring Health Application,,https://www.springhealth.com/wildfire-mental-health-support-program,1/19 8:45 PM,,
Greater LA Area,Stand Up For Pits Foundation,,Free Items,,,,"20 hotel rooms for 3 days for displaced families with pets
email infor@standupforpits.us","IF DISPLACED BY THE FIRE WITH A PET please email info@standupforpits.us.

1/19: no updates since reposting on 1/17 so they seem to still be standing by this offer",Instagram,,https://www.instagram.com/p/DE7d3DiJx1S/,1/19 8:45 PM,,
Remote,DSA-LA,,Information,,,,"Up-to-date information for local government resources, safety & preparedness, ",,Los Angeles County Wildfire Emergency Resource Guide,,https://docs.google.com/document/d/1JmLKy9K3uL1yHVF24Wy7vadpqmNLlW976Fa8_NQ2ovk/edit?tab=t.0#heading=h.diaoyb157zta,1/19 8:45 PM,,
Remote,GoodRx,,Services,,,,Free online healthcare visits & refills on existing medications. Use code LA-GOODRX-CARE,Instagram,Fierce Healthcare,,https://investors.goodrx.com/news-releases/news-release-details/goodrx-offering-free-telehealth-appointments-los-angeles,1/19 8:45 PM,,
Pasadena,AltaMed,,Services,"300 E Green St, Pasadena, CA 91101",,,"medical care, mental health support, essentuals, and more, regardless of your insurance status",Text ALTAMEDFIRE to 41444,Instagram,,https://www.instagram.com/p/DE0VuwcSzzp/,1/18 7:00 PM,,
Greater LA Area,U-Haul,,Services,,,,30 days of free self-storage and U-Box rentals at 92 Southern California locations,,U-Haul's article,,https://www.uhaul.com/Articles/About/Ca-Wildfire-Assistance-U-Haul-Offers-30-Days-Free-Storage-AT-92-Centers-33115/,1/19 8:45 PM,,
Greater LA Area,Toybox Rentals,,"Services, Free Items","3314 West Jefferson Blvd
Los Angeles Ca 90018",,,"high-capacity, battery-powered generator rentals (free) and battery replacement - Aputure Ecoflow Delta Pro 
https://www.toybox.rentals/fire-relief",https://www.toybox.rentals/fire-relief,Direct Contact,,https://www.toybox.rentals/fire-relief,1/19 8:30 PM,,
Remote,Ahava Pharmacy,,Services,,,,can contact insurance for an emergency overide and get your medications / perscriptions ,Reach out to @ahavapharmacy (310) 299-8079,Instagram,,https://www.instagram.com/p/DEnmHDgzPLf/,1/18 7:00 PM,,
Greater LA Area,BeautyBlender,,Free Items,,,,products for makeup artists to restock,artistry@beautyblender.com,Instagram,,https://www.instagram.com/p/DEyAKVqziyw/?img_index=3&igsh=NTc4MTIwNjQ2YQ%3D%3D,1/18 7:00 PM,,
Greater LA Area,Huda Beauty,,Free Items,,,,Essentials Makeup Kits,socailpr@hudabeauty.com,Instagram,,https://www.instagram.com/p/DExYAIMze9S/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/18 7:00 PM,,
Greater LA Area,Altadena Seed Library,,Donation Drives,"37 Auburn Ave. #8, Sierra Madre, CA 91024",,Seeds (particularly native plants),,"Donations can be mailed to 37 Auburn Ave. #8, Sierra Madre, CA 91024 care of Altadena Seed Library",Instagram,,https://www.instagram.com/p/DEtvdpixEw2/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/19 8:30 PM,,
San Gabriel Valley,SELA Collaborative,,Donation Drives,"403 S Mission Dr. San Gabriel, CA 91775",,NO MORE DONATIONS,"Water, canned foods, cereal, fruit cups, baby food and formula, pediasure and protein shakes for kids, menstrual hygiene needs, toiletries, diapers (children and adults), wipes, clithing for children and adults, and more","Mon-Fri, 10:30 AM - 7 PM
For questions, contact Sandra Nunez at selacollabcomms@gmail.com",Instagram,,https://www.instagram.com/p/DExc6P6v_IE/?img_index=1,1/19 8:30 PM,,
Greater LA Area,TLC Direct Clothing Distribution,,Free Items,,,,,clothing delivered,TLC,,https://docs.google.com/forms/d/e/1FAIpQLSensPIGDVIPTegxDsjcOeYXHKnQMcbrfnZOnB0vsR-kXHBQcw/viewform,1/19 8:30 PM,,
